"rt","stimulus","response","trial_type","trial_index","time_elapsed","internal_node_id","run_id","condition","recorded_at","source_code_version","ip","user_agent","device","browser","browser_version","platform","platform_version","referer","accept_language","question_order"
"51945","<p>In this experiment, you will see 3 visualizations, each for 10 seconds.</p> <p> You need to remember the data fact <b>highlighted with annotation</b>, and try to recall it.</p>","0","html-button-response","0","51951","0.0-0.0","12","1","2024-06-25 16:30:11","327d8d61a69a55b6203573ad19e3ab64","172.56.201.46","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36","WebKit","Chrome","125.0.0.0","Windows","10.0","https://zkohudqett.cognition.run/","en-US,en;q=0.9",""
"3259","","{""Q0"":""durian""}","survey-multi-choice","1","55221","0.0-1.0","12","1","2024-06-25 16:30:11","327d8d61a69a55b6203573ad19e3ab64","172.56.201.46","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36","WebKit","Chrome","125.0.0.0","Windows","10.0","https://zkohudqett.cognition.run/","en-US,en;q=0.9","[0]"
"1607","<p>Great! You passed the attention check. Now let's begin!</p>","0","html-button-response","2","56833","0.0-2.0","12","1","2024-06-25 16:30:11","327d8d61a69a55b6203573ad19e3ab64","172.56.201.46","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36","WebKit","Chrome","125.0.0.0","Windows","10.0","https://zkohudqett.cognition.run/","en-US,en;q=0.9",""
"null","<img src=""Filter-Bar-Opacity.png"" style=""max-width:80%; margin:10px;"">","null","html-keyboard-response","3","66846","0.0-3.0","12","1","2024-06-25 16:30:11","327d8d61a69a55b6203573ad19e3ab64","172.56.201.46","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36","WebKit","Chrome","125.0.0.0","Windows","10.0","https://zkohudqett.cognition.run/","en-US,en;q=0.9",""
"null","<img src=""chart413.png"" style=""max-width:80%; margin:10px;"">","null","html-keyboard-response","4","76854","0.0-4.0","12","1","2024-06-25 16:30:11","327d8d61a69a55b6203573ad19e3ab64","172.56.201.46","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36","WebKit","Chrome","125.0.0.0","Windows","10.0","https://zkohudqett.cognition.run/","en-US,en;q=0.9",""
"null","<img src=""chart477.png"" style=""max-width:80%; margin:10px;"">","null","html-keyboard-response","5","86858","0.0-5.0","12","1","2024-06-25 16:30:11","327d8d61a69a55b6203573ad19e3ab64","172.56.201.46","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36","WebKit","Chrome","125.0.0.0","Windows","10.0","https://zkohudqett.cognition.run/","en-US,en;q=0.9",""
"9815","","{""Q0"":""The number of mobile customers in UK drops below 30 million from 2018 to 2019.""}","survey-multi-choice","6","96677","0.0-6.0","12","1","2024-06-25 16:30:11","327d8d61a69a55b6203573ad19e3ab64","172.56.201.46","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36","WebKit","Chrome","125.0.0.0","Windows","10.0","https://zkohudqett.cognition.run/","en-US,en;q=0.9","[0]"
"null","<img src=""chart212.png"" style=""max-width:80%; margin:10px;"">","null","html-keyboard-response","7","106688","0.0-7.0","12","1","2024-06-25 16:30:11","327d8d61a69a55b6203573ad19e3ab64","172.56.201.46","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36","WebKit","Chrome","125.0.0.0","Windows","10.0","https://zkohudqett.cognition.run/","en-US,en;q=0.9",""
"null","<img src=""chart16.png"" style=""max-width:80%; margin:10px;"">","null","html-keyboard-response","8","116688","0.0-8.0","12","1","2024-06-25 16:30:11","327d8d61a69a55b6203573ad19e3ab64","172.56.201.46","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36","WebKit","Chrome","125.0.0.0","Windows","10.0","https://zkohudqett.cognition.run/","en-US,en;q=0.9",""
"null","<img src=""Range-Bar-Opacity.png"" style=""max-width:80%; margin:10px;"">","null","html-keyboard-response","9","126699","0.0-9.0","12","1","2024-06-25 16:30:11","327d8d61a69a55b6203573ad19e3ab64","172.56.201.46","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36","WebKit","Chrome","125.0.0.0","Windows","10.0","https://zkohudqett.cognition.run/","en-US,en;q=0.9",""
"13241","","{""Q0"":""People from most Asian countries spent 50 to 70 hours on smartphones.""}","survey-multi-choice","10","139943","0.0-10.0","12","1","2024-06-25 16:30:11","327d8d61a69a55b6203573ad19e3ab64","172.56.201.46","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36","WebKit","Chrome","125.0.0.0","Windows","10.0","https://zkohudqett.cognition.run/","en-US,en;q=0.9","[0]"
"null","<img src=""chart265.png"" style=""max-width:80%; margin:10px;"">","null","html-keyboard-response","11","149955","0.0-11.0","12","1","2024-06-25 16:30:11","327d8d61a69a55b6203573ad19e3ab64","172.56.201.46","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36","WebKit","Chrome","125.0.0.0","Windows","10.0","https://zkohudqett.cognition.run/","en-US,en;q=0.9",""
"null","<img src=""RetrieveValue-Bar-Text.png"" style=""max-width:80%; margin:10px;"">","null","html-keyboard-response","12","159964","0.0-12.0","12","1","2024-06-25 16:30:11","327d8d61a69a55b6203573ad19e3ab64","172.56.201.46","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36","WebKit","Chrome","125.0.0.0","Windows","10.0","https://zkohudqett.cognition.run/","en-US,en;q=0.9",""
"null","<img src=""chart157.png"" style=""max-width:80%; margin:10px;"">","null","html-keyboard-response","13","169967","0.0-13.0","12","1","2024-06-25 16:30:11","327d8d61a69a55b6203573ad19e3ab64","172.56.201.46","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36","WebKit","Chrome","125.0.0.0","Windows","10.0","https://zkohudqett.cognition.run/","en-US,en;q=0.9",""
"3491","","{""Q0"":""In 2016, the national debt of Ireland reach the lowest.""}","survey-multi-choice","14","173460","0.0-14.0","12","1","2024-06-25 16:30:11","327d8d61a69a55b6203573ad19e3ab64","172.56.201.46","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36","WebKit","Chrome","125.0.0.0","Windows","10.0","https://zkohudqett.cognition.run/","en-US,en;q=0.9","[0]"
"null","<img src=""chart318.png"" style=""max-width:80%; margin:10px;"">","null","html-keyboard-response","15","183466","0.0-15.0","12","1","2024-06-25 16:30:11","327d8d61a69a55b6203573ad19e3ab64","172.56.201.46","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36","WebKit","Chrome","125.0.0.0","Windows","10.0","https://zkohudqett.cognition.run/","en-US,en;q=0.9",""
"null","<img src=""chart611.png"" style=""max-width:80%; margin:10px;"">","null","html-keyboard-response","16","193481","0.0-16.0","12","1","2024-06-25 16:30:11","327d8d61a69a55b6203573ad19e3ab64","172.56.201.46","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36","WebKit","Chrome","125.0.0.0","Windows","10.0","https://zkohudqett.cognition.run/","en-US,en;q=0.9",""
"null","<img src=""Trend-Bar-Text.png"" style=""max-width:80%; margin:10px;"">","null","html-keyboard-response","17","203486","0.0-17.0","12","1","2024-06-25 16:30:11","327d8d61a69a55b6203573ad19e3ab64","172.56.201.46","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36","WebKit","Chrome","125.0.0.0","Windows","10.0","https://zkohudqett.cognition.run/","en-US,en;q=0.9",""
"20496","","{""Q0"":""The trend is below 4000 yards but there are exceptions, with 4 players  reaching c8000 yards and 2 players, Irvin and Witten over 11000 yards""}","survey-multi-choice","18","223984","0.0-18.0","12","1","2024-06-25 16:30:11","327d8d61a69a55b6203573ad19e3ab64","172.56.201.46","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36","WebKit","Chrome","125.0.0.0","Windows","10.0","https://zkohudqett.cognition.run/","en-US,en;q=0.9","[0]"
"null","<img src=""Compare-Bar-Color.png"" style=""max-width:80%; margin:10px;"">","null","html-keyboard-response","19","233990","0.0-19.0","12","1","2024-06-25 16:30:11","327d8d61a69a55b6203573ad19e3ab64","172.56.201.46","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36","WebKit","Chrome","125.0.0.0","Windows","10.0","https://zkohudqett.cognition.run/","en-US,en;q=0.9",""
"null","<img src=""chart146.png"" style=""max-width:80%; margin:10px;"">","null","html-keyboard-response","20","243996","0.0-20.0","12","1","2024-06-25 16:30:11","327d8d61a69a55b6203573ad19e3ab64","172.56.201.46","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36","WebKit","Chrome","125.0.0.0","Windows","10.0","https://zkohudqett.cognition.run/","en-US,en;q=0.9",""
"null","<img src=""chart358.png"" style=""max-width:80%; margin:10px;"">","null","html-keyboard-response","21","254003","0.0-21.0","12","1","2024-06-25 16:30:11","327d8d61a69a55b6203573ad19e3ab64","172.56.201.46","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36","WebKit","Chrome","125.0.0.0","Windows","10.0","https://zkohudqett.cognition.run/","en-US,en;q=0.9",""
