"width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","trial_type","trial_index","time_elapsed","internal_node_id","run_id","condition","recorded_at","source_code_version","ip","user_agent","device","platform","platform_version","referer","accept_language","rt","response","success","item_width_mm","item_height_mm","item_width_px","px2mm","scale_factor","stimulus","question_order"
"1746","983","true","Edge","127.0.0.0","false","Windows 10","true","60.42","false","false","browser-check","0","13890","0.0-0.0","900","1","2024-07-29 19:01:50","b0e02d76891de4098917a4775b26ae70","50.113.29.203","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36 Edg/127.0.0.0","WebKit","Windows","10.0","https://wvbvqp7xwd.cognition.run/","en-US,en;q=0.9","","","","","","","","","",""
"","","","Edge","127.0.0.0","","","","","","","survey-text","1","32932","0.0-1.0","900","1","2024-07-29 19:01:50","b0e02d76891de4098917a4775b26ae70","50.113.29.203","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36 Edg/127.0.0.0","WebKit","Windows","10.0","https://wvbvqp7xwd.cognition.run/","en-US,en;q=0.9","19039","{""Q0"":""65704035e2bebf59cec30de9""}","","","","","","","",""
"","","","Edge","127.0.0.0","","","","","","","fullscreen","2","42535","0.0-2.0","900","1","2024-07-29 19:01:50","b0e02d76891de4098917a4775b26ae70","50.113.29.203","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36 Edg/127.0.0.0","WebKit","Windows","10.0","https://wvbvqp7xwd.cognition.run/","en-US,en;q=0.9","8598","","true","","","","","","",""
"","","","Edge","127.0.0.0","","","","","","","virtual-chinrest","3","126220","0.0-3.0","900","1","2024-07-29 19:01:50","b0e02d76891de4098917a4775b26ae70","50.113.29.203","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36 Edg/127.0.0.0","WebKit","Windows","10.0","https://wvbvqp7xwd.cognition.run/","en-US,en;q=0.9","83682","","","85.6","53.98","428.082191780822","5","0.584","",""
"","","","Edge","127.0.0.0","","","","","","","html-button-response","4","185412","0.0-4.0","900","1","2024-07-29 19:01:50","b0e02d76891de4098917a4775b26ae70","50.113.29.203","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36 Edg/127.0.0.0","WebKit","Windows","10.0","https://wvbvqp7xwd.cognition.run/","en-US,en;q=0.9","59190","0","","","","","","","
    <p>If the measurements were done correctly, the square below should be 10 cm x 10 cm.</p>
    <div style=""background-color: black; width: 500px; height: 500px; margin: 20px auto;""></div>
    ",""
"","","","Edge","127.0.0.0","","","","","","","survey-multi-choice","5","196217","0.0-5.0","900","1","2024-07-29 19:01:50","b0e02d76891de4098917a4775b26ae70","50.113.29.203","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36 Edg/127.0.0.0","WebKit","Windows","10.0","https://wvbvqp7xwd.cognition.run/","en-US,en;q=0.9","10803","{""Q0"":""durian""}","","","","","","","","[0]"
"","","","Edge","127.0.0.0","","","","","","","html-button-response","6","199431","0.0-6.0","900","1","2024-07-29 19:01:50","b0e02d76891de4098917a4775b26ae70","50.113.29.203","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36 Edg/127.0.0.0","WebKit","Windows","10.0","https://wvbvqp7xwd.cognition.run/","en-US,en;q=0.9","3211","0","","","","","","","<p>Great! You passed the attention check. Now let's begin!</p>",""
"","","","Edge","127.0.0.0","","","","","","","html-button-response","7","208493","0.0-7.0","900","1","2024-07-29 19:01:50","b0e02d76891de4098917a4775b26ae70","50.113.29.203","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36 Edg/127.0.0.0","WebKit","Windows","10.0","https://wvbvqp7xwd.cognition.run/","en-US,en;q=0.9","9060","0","","","","","","","<p>In this experiment, you will see 15 dashboards, each for 20 seconds.</p> <p> You need to <b>remember the data fact</b> shown on the dashboard, and try to recall whether it is <b>True or False</b> later.</p>",""
"","","","Edge","127.0.0.0","","","","","","","html-button-response","8","216663","0.0-8.0","900","1","2024-07-29 19:01:50","b0e02d76891de4098917a4775b26ae70","50.113.29.203","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36 Edg/127.0.0.0","WebKit","Windows","10.0","https://wvbvqp7xwd.cognition.run/","en-US,en;q=0.9","8169","0","","","","","","","<p>Your response will be collected and evaluated. If any irregularities are found (such as selecting the same answer for all questions or displaying very low overall accuracy), you may not receive payment.</p>",""
"","","","Edge","127.0.0.0","","","","","","","image-keyboard-response","9","236670","0.0-9.0","900","1","2024-07-29 19:01:50","b0e02d76891de4098917a4775b26ae70","50.113.29.203","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36 Edg/127.0.0.0","WebKit","Windows","10.0","https://wvbvqp7xwd.cognition.run/","en-US,en;q=0.9","null","null","","","","","","","Filter-Bar-Shade.png",""
