"width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","trial_type","trial_index","time_elapsed","internal_node_id","run_id","condition","recorded_at","source_code_version","ip","user_agent","device","platform","platform_version","referer","accept_language","rt","response","success","item_width_mm","item_height_mm","item_width_px","px2mm","scale_factor","stimulus","question_order"
"2457","1268","true","Chrome","127.0.0.0","false","Linux","true","60.62","false","true","browser-check","0","998","0.0-0.0","5024","1","2024-08-12 18:14:55","b0e02d76891de4098917a4775b26ae70","174.131.70.165","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36","WebKit","Linux","","https://wvbvqp7xwd.cognition.run/","en-US,en;q=0.9","","","","","","","","","",""
"","","","Chrome","127.0.0.0","","","","","","","survey-text","1","10885","0.0-1.0","5024","1","2024-08-12 18:14:55","b0e02d76891de4098917a4775b26ae70","174.131.70.165","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36","WebKit","Linux","","https://wvbvqp7xwd.cognition.run/","en-US,en;q=0.9","9884","{""Q0"":""5ea89d0c5a0a9c12978f8263""}","","","","","","","",""
"","","","Chrome","127.0.0.0","","","","","","","fullscreen","2","13620","0.0-2.0","5024","1","2024-08-12 18:14:55","b0e02d76891de4098917a4775b26ae70","174.131.70.165","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36","WebKit","Linux","","https://wvbvqp7xwd.cognition.run/","en-US,en;q=0.9","1732","","true","","","","","","",""
"","","","Chrome","127.0.0.0","","","","","","","virtual-chinrest","3","63125","0.0-3.0","5024","1","2024-08-12 18:14:55","b0e02d76891de4098917a4775b26ae70","174.131.70.165","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36","WebKit","Linux","","https://wvbvqp7xwd.cognition.run/","en-US,en;q=0.9","49504","","","85.6","53.98","427.87524366471735","5","1.026","",""
"","","","Chrome","127.0.0.0","","","","","","","html-button-response","4","67576","0.0-4.0","5024","1","2024-08-12 18:14:55","b0e02d76891de4098917a4775b26ae70","174.131.70.165","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36","WebKit","Linux","","https://wvbvqp7xwd.cognition.run/","en-US,en;q=0.9","4449","0","","","","","","","
    <p>If the measurements were done correctly, the square below should be 10 cm x 10 cm.</p>
    <div style=""background-color: black; width: 500px; height: 500px; margin: 20px auto;""></div>
    ",""
"","","","Chrome","127.0.0.0","","","","","","","survey-multi-choice","5","72239","0.0-5.0","5024","1","2024-08-12 18:14:55","b0e02d76891de4098917a4775b26ae70","174.131.70.165","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36","WebKit","Linux","","https://wvbvqp7xwd.cognition.run/","en-US,en;q=0.9","4660","{""Q0"":""durian""}","","","","","","","","[0]"
"","","","Chrome","127.0.0.0","","","","","","","html-button-response","6","80297","0.0-6.0","5024","1","2024-08-12 18:14:55","b0e02d76891de4098917a4775b26ae70","174.131.70.165","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36","WebKit","Linux","","https://wvbvqp7xwd.cognition.run/","en-US,en;q=0.9","8055","0","","","","","","","<p>Great! You passed the attention check. Now let's begin!</p>",""
"","","","Chrome","127.0.0.0","","","","","","","html-button-response","7","118798","0.0-7.0","5024","1","2024-08-12 18:14:55","b0e02d76891de4098917a4775b26ae70","174.131.70.165","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36","WebKit","Linux","","https://wvbvqp7xwd.cognition.run/","en-US,en;q=0.9","38497","0","","","","","","","<p>In this experiment, you will see 15 dashboards, each for 20 seconds.</p> <p> You need to <b>remember the data fact</b> shown on the dashboard, and try to recall whether it is <b>True or False</b> later.</p>",""
"","","","Chrome","127.0.0.0","","","","","","","html-button-response","8","123434","0.0-8.0","5024","1","2024-08-12 18:14:55","b0e02d76891de4098917a4775b26ae70","174.131.70.165","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36","WebKit","Linux","","https://wvbvqp7xwd.cognition.run/","en-US,en;q=0.9","4633","0","","","","","","","<p>Your response will be collected and evaluated. If any irregularities are found (such as selecting the same answer for all questions or displaying very low overall accuracy), you may not receive payment.</p>",""
"","","","Chrome","127.0.0.0","","","","","","","image-keyboard-response","9","143436","0.0-9.0","5024","1","2024-08-12 18:14:55","b0e02d76891de4098917a4775b26ae70","174.131.70.165","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36","WebKit","Linux","","https://wvbvqp7xwd.cognition.run/","en-US,en;q=0.9","null","null","","","","","","","Filter-Bar-Line.png",""
