"width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","trial_type","trial_index","time_elapsed","internal_node_id","run_id","condition","recorded_at","source_code_version","ip","user_agent","device","platform","platform_version","referer","accept_language","rt","response","success","item_width_mm","item_height_mm","item_width_px","px2mm","scale_factor","stimulus","question_order"
"2049","949","true","Chrome","127.0.0.0","false","Windows 10","true","61.29","true","true","browser-check","0","13108","0.0-0.0","575","1","2024-07-29 18:56:25","b0e02d76891de4098917a4775b26ae70","172.243.246.238","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36","WebKit","Windows","10.0","https://wvbvqp7xwd.cognition.run/","en-US,en;q=0.9","","","","","","","","","",""
"","","","Chrome","127.0.0.0","","","","","","","survey-text","1","19900","0.0-1.0","575","1","2024-07-29 18:56:25","b0e02d76891de4098917a4775b26ae70","172.243.246.238","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36","WebKit","Windows","10.0","https://wvbvqp7xwd.cognition.run/","en-US,en;q=0.9","6785","{""Q0"":""5f14b46fefc95253caca20b4""}","","","","","","","",""
"","","","Chrome","127.0.0.0","","","","","","","fullscreen","2","24489","0.0-2.0","575","1","2024-07-29 18:56:25","b0e02d76891de4098917a4775b26ae70","172.243.246.238","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36","WebKit","Windows","10.0","https://wvbvqp7xwd.cognition.run/","en-US,en;q=0.9","3571","","true","","","","","","",""
"","","","Chrome","127.0.0.0","","","","","","","virtual-chinrest","3","95560","0.0-3.0","575","1","2024-07-29 18:56:25","b0e02d76891de4098917a4775b26ae70","172.243.246.238","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36","WebKit","Windows","10.0","https://wvbvqp7xwd.cognition.run/","en-US,en;q=0.9","71066","","","85.6","53.98","427.8688524590164","5","1.22","",""
"","","","Chrome","127.0.0.0","","","","","","","html-button-response","4","114741","0.0-4.0","575","1","2024-07-29 18:56:25","b0e02d76891de4098917a4775b26ae70","172.243.246.238","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36","WebKit","Windows","10.0","https://wvbvqp7xwd.cognition.run/","en-US,en;q=0.9","19178","0","","","","","","","
    <p>If the measurements were done correctly, the square below should be 10 cm x 10 cm.</p>
    <div style=""background-color: black; width: 500px; height: 500px; margin: 20px auto;""></div>
    ",""
"","","","Chrome","127.0.0.0","","","","","","","survey-multi-choice","5","125117","0.0-5.0","575","1","2024-07-29 18:56:25","b0e02d76891de4098917a4775b26ae70","172.243.246.238","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36","WebKit","Windows","10.0","https://wvbvqp7xwd.cognition.run/","en-US,en;q=0.9","10374","{""Q0"":""durian""}","","","","","","","","[0]"
"","","","Chrome","127.0.0.0","","","","","","","html-button-response","6","127491","0.0-6.0","575","1","2024-07-29 18:56:25","b0e02d76891de4098917a4775b26ae70","172.243.246.238","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36","WebKit","Windows","10.0","https://wvbvqp7xwd.cognition.run/","en-US,en;q=0.9","2370","0","","","","","","","<p>Great! You passed the attention check. Now let's begin!</p>",""
"","","","Chrome","127.0.0.0","","","","","","","html-button-response","7","140222","0.0-7.0","575","1","2024-07-29 18:56:25","b0e02d76891de4098917a4775b26ae70","172.243.246.238","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36","WebKit","Windows","10.0","https://wvbvqp7xwd.cognition.run/","en-US,en;q=0.9","12730","0","","","","","","","<p>In this experiment, you will see 15 dashboards, each for 20 seconds.</p> <p> You need to <b>remember the data fact</b> shown on the dashboard, and try to recall whether it is <b>True or False</b> later.</p>",""
"","","","Chrome","127.0.0.0","","","","","","","html-button-response","8","146694","0.0-8.0","575","1","2024-07-29 18:56:25","b0e02d76891de4098917a4775b26ae70","172.243.246.238","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36","WebKit","Windows","10.0","https://wvbvqp7xwd.cognition.run/","en-US,en;q=0.9","6471","0","","","","","","","<p>Your response will be collected and evaluated. If any irregularities are found (such as selecting the same answer for all questions or displaying very low overall accuracy), you may not receive payment.</p>",""
"","","","Chrome","127.0.0.0","","","","","","","image-keyboard-response","9","166699","0.0-9.0","575","1","2024-07-29 18:56:25","b0e02d76891de4098917a4775b26ae70","172.243.246.238","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36","WebKit","Windows","10.0","https://wvbvqp7xwd.cognition.run/","en-US,en;q=0.9","null","null","","","","","","","Filter-Bar-Color.png",""
"","","","Chrome","127.0.0.0","","","","","","","html-button-response","10","179846","0.0-10.0","575","1","2024-07-29 18:56:25","b0e02d76891de4098917a4775b26ae70","172.243.246.238","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36","WebKit","Windows","10.0","https://wvbvqp7xwd.cognition.run/","en-US,en;q=0.9","13145","0","","","","","","","<img src=""Filter-Bar-Color-Blur.png"" style=""max-width:80%; margin:10px;""><br>The number of mobile customers in UK drops below 20 million from 2018 to 2019.",""
"","","","Chrome","127.0.0.0","","","","","","","html-button-response","11","184540","0.0-11.0","575","1","2024-07-29 18:56:25","b0e02d76891de4098917a4775b26ae70","172.243.246.238","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36","WebKit","Windows","10.0","https://wvbvqp7xwd.cognition.run/","en-US,en;q=0.9","4692","0","","","","","","","<img src=""Filter-Bar-Color-Blur.png"" style=""max-width:80%; margin:10px;""><br>The number of hospital in the U.S. has been lower than 3500 thousands since 2003",""
"","","","Chrome","127.0.0.0","","","","","","","image-keyboard-response","12","204544","0.0-12.0","575","1","2024-07-29 18:56:25","b0e02d76891de4098917a4775b26ae70","172.243.246.238","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36","WebKit","Windows","10.0","https://wvbvqp7xwd.cognition.run/","en-US,en;q=0.9","null","null","","","","","","","Range-Bar-Color.png",""
