"width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","trial_type","trial_index","time_elapsed","internal_node_id","run_id","condition","recorded_at","source_code_version","ip","user_agent","device","platform","platform_version","referer","accept_language","rt","response","success","item_width_mm","item_height_mm","item_width_px","px2mm","scale_factor","stimulus","question_order"
"2048","983","true","Chrome","127.0.0.0","false","Windows 10","true","122.8","true","true","browser-check","0","494","0.0-0.0","300","1","2024-07-29 18:45:19","b0e02d76891de4098917a4775b26ae70","108.183.106.223","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36","WebKit","Windows","10.0","https://wvbvqp7xwd.cognition.run/","en-US,en;q=0.9","","","","","","","","","",""
"","","","Chrome","127.0.0.0","","","","","","","survey-text","1","5249","0.0-1.0","300","1","2024-07-29 18:45:19","b0e02d76891de4098917a4775b26ae70","108.183.106.223","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36","WebKit","Windows","10.0","https://wvbvqp7xwd.cognition.run/","en-US,en;q=0.9","4748","{""Q0"":""5a9710fd1eda4100013648fa""}","","","","","","","",""
"","","","Chrome","127.0.0.0","","","","","","","fullscreen","2","7904","0.0-2.0","300","1","2024-07-29 18:45:19","b0e02d76891de4098917a4775b26ae70","108.183.106.223","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36","WebKit","Windows","10.0","https://wvbvqp7xwd.cognition.run/","en-US,en;q=0.9","1641","","true","","","","","","",""
"","","","Chrome","127.0.0.0","","","","","","","virtual-chinrest","3","27200","0.0-3.0","300","1","2024-07-29 18:45:19","b0e02d76891de4098917a4775b26ae70","108.183.106.223","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36","WebKit","Windows","10.0","https://wvbvqp7xwd.cognition.run/","en-US,en;q=0.9","19292","","","85.6","53.98","428.1437125748503","5","0.6679999999999999","",""
"","","","Chrome","127.0.0.0","","","","","","","html-button-response","4","31652","0.0-4.0","300","1","2024-07-29 18:45:19","b0e02d76891de4098917a4775b26ae70","108.183.106.223","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36","WebKit","Windows","10.0","https://wvbvqp7xwd.cognition.run/","en-US,en;q=0.9","4451","0","","","","","","","
    <p>If the measurements were done correctly, the square below should be 10 cm x 10 cm.</p>
    <div style=""background-color: black; width: 500px; height: 500px; margin: 20px auto;""></div>
    ",""
"","","","Chrome","127.0.0.0","","","","","","","survey-multi-choice","5","34448","0.0-5.0","300","1","2024-07-29 18:45:19","b0e02d76891de4098917a4775b26ae70","108.183.106.223","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36","WebKit","Windows","10.0","https://wvbvqp7xwd.cognition.run/","en-US,en;q=0.9","2795","{""Q0"":""durian""}","","","","","","","","[0]"
"","","","Chrome","127.0.0.0","","","","","","","html-button-response","6","35487","0.0-6.0","300","1","2024-07-29 18:45:19","b0e02d76891de4098917a4775b26ae70","108.183.106.223","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36","WebKit","Windows","10.0","https://wvbvqp7xwd.cognition.run/","en-US,en;q=0.9","1037","0","","","","","","","<p>Great! You passed the attention check. Now let's begin!</p>",""
"","","","Chrome","127.0.0.0","","","","","","","html-button-response","7","39957","0.0-7.0","300","1","2024-07-29 18:45:19","b0e02d76891de4098917a4775b26ae70","108.183.106.223","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36","WebKit","Windows","10.0","https://wvbvqp7xwd.cognition.run/","en-US,en;q=0.9","4469","0","","","","","","","<p>In this experiment, you will see 15 dashboards, each for 20 seconds.</p> <p> You need to <b>remember the data fact</b> shown on the dashboard, and try to recall whether it is <b>True or False</b> later.</p>",""
"","","","Chrome","127.0.0.0","","","","","","","html-button-response","8","44630","0.0-8.0","300","1","2024-07-29 18:45:19","b0e02d76891de4098917a4775b26ae70","108.183.106.223","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36","WebKit","Windows","10.0","https://wvbvqp7xwd.cognition.run/","en-US,en;q=0.9","4672","0","","","","","","","<p>Your response will be collected and evaluated. If any irregularities are found (such as selecting the same answer for all questions or displaying very low overall accuracy), you may not receive payment.</p>",""
"","","","Chrome","127.0.0.0","","","","","","","image-keyboard-response","9","64632","0.0-9.0","300","1","2024-07-29 18:45:19","b0e02d76891de4098917a4775b26ae70","108.183.106.223","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36","WebKit","Windows","10.0","https://wvbvqp7xwd.cognition.run/","en-US,en;q=0.9","null","null","","","","","","","Filter-Bar-Bound.png",""
