"width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","trial_type","trial_index","time_elapsed","internal_node_id","run_id","condition","recorded_at","source_code_version","ip","user_agent","device","platform","platform_version","referer","accept_language","rt","response","success","item_width_mm","item_height_mm","item_width_px","px2mm","scale_factor","stimulus","question_order"
"1865","1081","true","Edge","126.0.0.0","false","Windows 10","true","61.56","false","false","browser-check","0","980","0.0-0.0","130","1","2024-07-29 18:36:18","b0e02d76891de4098917a4775b26ae70","108.211.152.157","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36 Edg/126.0.0.0","WebKit","Windows","10.0","https://wvbvqp7xwd.cognition.run/","en-US,en;q=0.9","","","","","","","","","",""
"","","","Edge","126.0.0.0","","","","","","","survey-text","1","8565","0.0-1.0","130","1","2024-07-29 18:36:18","b0e02d76891de4098917a4775b26ae70","108.211.152.157","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36 Edg/126.0.0.0","WebKit","Windows","10.0","https://wvbvqp7xwd.cognition.run/","en-US,en;q=0.9","7583","{""Q0"":""629546e640163d6d469ed3be""}","","","","","","","",""
"","","","Edge","126.0.0.0","","","","","","","fullscreen","2","13664","0.0-2.0","130","1","2024-07-29 18:36:18","b0e02d76891de4098917a4775b26ae70","108.211.152.157","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36 Edg/126.0.0.0","WebKit","Windows","10.0","https://wvbvqp7xwd.cognition.run/","en-US,en;q=0.9","4094","","true","","","","","","",""
"","","","Edge","126.0.0.0","","","","","","","virtual-chinrest","3","136230","0.0-3.0","130","1","2024-07-29 18:36:18","b0e02d76891de4098917a4775b26ae70","108.211.152.157","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36 Edg/126.0.0.0","WebKit","Windows","10.0","https://wvbvqp7xwd.cognition.run/","en-US,en;q=0.9","122563","","","85.6","53.98","428.19148936170217","5","0.7519999999999999","",""
"","","","Edge","126.0.0.0","","","","","","","html-button-response","4","163662","0.0-4.0","130","1","2024-07-29 18:36:18","b0e02d76891de4098917a4775b26ae70","108.211.152.157","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36 Edg/126.0.0.0","WebKit","Windows","10.0","https://wvbvqp7xwd.cognition.run/","en-US,en;q=0.9","27430","0","","","","","","","
    <p>If the measurements were done correctly, the square below should be 10 cm x 10 cm.</p>
    <div style=""background-color: black; width: 500px; height: 500px; margin: 20px auto;""></div>
    ",""
"","","","Edge","126.0.0.0","","","","","","","survey-multi-choice","5","170277","0.0-5.0","130","1","2024-07-29 18:36:18","b0e02d76891de4098917a4775b26ae70","108.211.152.157","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36 Edg/126.0.0.0","WebKit","Windows","10.0","https://wvbvqp7xwd.cognition.run/","en-US,en;q=0.9","6614","{""Q0"":""durian""}","","","","","","","","[0]"
"","","","Edge","126.0.0.0","","","","","","","html-button-response","6","172133","0.0-6.0","130","1","2024-07-29 18:36:18","b0e02d76891de4098917a4775b26ae70","108.211.152.157","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36 Edg/126.0.0.0","WebKit","Windows","10.0","https://wvbvqp7xwd.cognition.run/","en-US,en;q=0.9","1854","0","","","","","","","<p>Great! You passed the attention check. Now let's begin!</p>",""
"","","","Edge","126.0.0.0","","","","","","","html-button-response","7","190693","0.0-7.0","130","1","2024-07-29 18:36:18","b0e02d76891de4098917a4775b26ae70","108.211.152.157","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36 Edg/126.0.0.0","WebKit","Windows","10.0","https://wvbvqp7xwd.cognition.run/","en-US,en;q=0.9","18560","0","","","","","","","<p>In this experiment, you will see 15 dashboards, each for 20 seconds.</p> <p> You need to <b>remember the data fact</b> shown on the dashboard, and try to recall whether it is <b>True or False</b> later.</p>",""
"","","","Edge","126.0.0.0","","","","","","","html-button-response","8","204405","0.0-8.0","130","1","2024-07-29 18:36:18","b0e02d76891de4098917a4775b26ae70","108.211.152.157","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36 Edg/126.0.0.0","WebKit","Windows","10.0","https://wvbvqp7xwd.cognition.run/","en-US,en;q=0.9","13711","0","","","","","","","<p>Your response will be collected and evaluated. If any irregularities are found (such as selecting the same answer for all questions or displaying very low overall accuracy), you may not receive payment.</p>",""
"","","","Edge","126.0.0.0","","","","","","","image-keyboard-response","9","224407","0.0-9.0","130","1","2024-07-29 18:36:18","b0e02d76891de4098917a4775b26ae70","108.211.152.157","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36 Edg/126.0.0.0","WebKit","Windows","10.0","https://wvbvqp7xwd.cognition.run/","en-US,en;q=0.9","null","null","","","","","","","Filter-Bar-Line.png",""
