"width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","trial_type","trial_index","time_elapsed","internal_node_id","run_id","condition","recorded_at","source_code_version","ip","user_agent","device","platform","platform_version","referer","accept_language","rt","response","success","item_width_mm","item_height_mm","item_width_px","px2mm","scale_factor","stimulus","question_order"
"2171","987","true","Edge","126.0.0.0","false","Windows 10","true","60.75","true","true","browser-check","0","8298","0.0-0.0","936","1","2024-07-29 19:02:46","b0e02d76891de4098917a4775b26ae70","73.7.178.71","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36 Edg/126.0.0.0","WebKit","Windows","10.0","https://wvbvqp7xwd.cognition.run/","en-US,en;q=0.9","","","","","","","","","",""
"","","","Edge","126.0.0.0","","","","","","","survey-text","1","17157","0.0-1.0","936","1","2024-07-29 19:02:46","b0e02d76891de4098917a4775b26ae70","73.7.178.71","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36 Edg/126.0.0.0","WebKit","Windows","10.0","https://wvbvqp7xwd.cognition.run/","en-US,en;q=0.9","8851","{""Q0"":""6134d9cf96a9c6192e24866d""}","","","","","","","",""
"","","","Edge","126.0.0.0","","","","","","","fullscreen","2","20215","0.0-2.0","936","1","2024-07-29 19:02:46","b0e02d76891de4098917a4775b26ae70","73.7.178.71","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36 Edg/126.0.0.0","WebKit","Windows","10.0","https://wvbvqp7xwd.cognition.run/","en-US,en;q=0.9","2050","","true","","","","","","",""
"","","","Edge","126.0.0.0","","","","","","","virtual-chinrest","3","29573","0.0-3.0","936","1","2024-07-29 19:02:46","b0e02d76891de4098917a4775b26ae70","73.7.178.71","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36 Edg/126.0.0.0","WebKit","Windows","10.0","https://wvbvqp7xwd.cognition.run/","en-US,en;q=0.9","9353","","","85.6","53.98","428.2051282051282","5","0.78","",""
"","","","Edge","126.0.0.0","","","","","","","html-button-response","4","33551","0.0-4.0","936","1","2024-07-29 19:02:46","b0e02d76891de4098917a4775b26ae70","73.7.178.71","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36 Edg/126.0.0.0","WebKit","Windows","10.0","https://wvbvqp7xwd.cognition.run/","en-US,en;q=0.9","3973","0","","","","","","","
    <p>If the measurements were done correctly, the square below should be 10 cm x 10 cm.</p>
    <div style=""background-color: black; width: 500px; height: 500px; margin: 20px auto;""></div>
    ",""
"","","","Edge","126.0.0.0","","","","","","","survey-multi-choice","5","37881","0.0-5.0","936","1","2024-07-29 19:02:46","b0e02d76891de4098917a4775b26ae70","73.7.178.71","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36 Edg/126.0.0.0","WebKit","Windows","10.0","https://wvbvqp7xwd.cognition.run/","en-US,en;q=0.9","4325","{""Q0"":""durian""}","","","","","","","","[0]"
"","","","Edge","126.0.0.0","","","","","","","html-button-response","6","153330","0.0-6.0","936","1","2024-07-29 19:02:46","b0e02d76891de4098917a4775b26ae70","73.7.178.71","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36 Edg/126.0.0.0","WebKit","Windows","10.0","https://wvbvqp7xwd.cognition.run/","en-US,en;q=0.9","115443","0","","","","","","","<p>Great! You passed the attention check. Now let's begin!</p>",""
"","","","Edge","126.0.0.0","","","","","","","html-button-response","7","158766","0.0-7.0","936","1","2024-07-29 19:02:46","b0e02d76891de4098917a4775b26ae70","73.7.178.71","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36 Edg/126.0.0.0","WebKit","Windows","10.0","https://wvbvqp7xwd.cognition.run/","en-US,en;q=0.9","5431","0","","","","","","","<p>In this experiment, you will see 15 dashboards, each for 20 seconds.</p> <p> You need to <b>remember the data fact</b> shown on the dashboard, and try to recall whether it is <b>True or False</b> later.</p>",""
"","","","Edge","126.0.0.0","","","","","","","html-button-response","8","167220","0.0-8.0","936","1","2024-07-29 19:02:46","b0e02d76891de4098917a4775b26ae70","73.7.178.71","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36 Edg/126.0.0.0","WebKit","Windows","10.0","https://wvbvqp7xwd.cognition.run/","en-US,en;q=0.9","8451","0","","","","","","","<p>Your response will be collected and evaluated. If any irregularities are found (such as selecting the same answer for all questions or displaying very low overall accuracy), you may not receive payment.</p>",""
"","","","Edge","126.0.0.0","","","","","","","image-keyboard-response","9","187225","0.0-9.0","936","1","2024-07-29 19:02:46","b0e02d76891de4098917a4775b26ae70","73.7.178.71","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36 Edg/126.0.0.0","WebKit","Windows","10.0","https://wvbvqp7xwd.cognition.run/","en-US,en;q=0.9","null","null","","","","","","","Filter-Bar-Bound.png",""
"","","","Edge","126.0.0.0","","","","","","","html-button-response","10","196905","0.0-10.0","936","1","2024-07-29 19:02:46","b0e02d76891de4098917a4775b26ae70","73.7.178.71","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36 Edg/126.0.0.0","WebKit","Windows","10.0","https://wvbvqp7xwd.cognition.run/","en-US,en;q=0.9","9677","1","","","","","","","<img src=""Filter-Bar-Bound-Blur.png"" style=""max-width:80%; margin:10px;""><br>The number of mobile customers in UK drops below 30 million from 2018 to 2019.",""
"","","","Edge","126.0.0.0","","","","","","","html-button-response","11","201268","0.0-11.0","936","1","2024-07-29 19:02:46","b0e02d76891de4098917a4775b26ae70","73.7.178.71","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36 Edg/126.0.0.0","WebKit","Windows","10.0","https://wvbvqp7xwd.cognition.run/","en-US,en;q=0.9","4359","1","","","","","","","<img src=""Filter-Bar-Bound-Blur.png"" style=""max-width:80%; margin:10px;""><br>The number of hospitals in the U.S. has been higher than 3500 thousands since 2014.",""
